fname	D-D	N-N	D-N-N-D	T-N-N-T	T-D-D-T	T-T	qid	dist
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_89_lex_300_rex_300_site_peak_5288_4_cobinding.tsv	59.7	1.49	14.93	1.49	20.9	1.49	1	89
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_137_lex_300_rex_300_site_peak_4976_1_cobinding.tsv	12.24	26.53	34.69	20.41	6.12	0.0	1	137
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_101_lex_300_rex_300_site_peak_3465_5_cobinding.tsv	2.8	44.06	41.96	9.79	1.4	0.0	1	101
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_89_lex_300_rex_300_site_peak_1061_1_cobinding.tsv	26.67	8.89	32.22	8.88	23.34	0.0	1	89
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_103_lex_300_rex_300_site_peak_1061_1_cobinding.tsv	30.86	7.41	35.8	8.64	17.28	0.0	1	103
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_84_lex_300_rex_300_site_peak_1364_1_cobinding.tsv	46.38	11.59	20.28	7.25	14.5	0.0	1	84
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_62_lex_300_rex_300_site_peak_1049_5_cobinding.tsv	34.21	0.0	5.26	0	59.21	1.32	1	62
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_63_lex_300_rex_300_site_peak_1401_3_cobinding.tsv	62.92	5.62	13.48	5.61	12.36	0.0	1	63
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_92_lex_300_rex_300_site_peak_1401_5_cobinding.tsv	49.46	6.45	30.11	8.6	5.38	0.0	1	92
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_65_lex_300_rex_300_site_peak_3357_2_cobinding.tsv	16.43	35.21	26.29	12.67	8.45	0.94	1	65
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_105_lex_300_rex_300_site_peak_3357_2_cobinding.tsv	14.38	41.1	30.13	8.9	4.79	0.68	1	105
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_57_lex_300_rex_300_site_peak_1595_6_cobinding.tsv	13.44	52.15	22.58	9.14	2.15	0.54	1	57
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_102_lex_300_rex_300_site_peak_1595_7_cobinding.tsv	4.65	58.72	30.24	4.65	1.74	0.0	1	102
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_89_lex_300_rex_300_site_peak_1595_8_cobinding.tsv	5.52	60.77	25.96	6.08	1.66	0.0	1	89
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_75_lex_300_rex_300_site_peak_3005_2_cobinding.tsv	56.25	14.06	14.07	1.56	14.06	0.0	1	75
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_46_lex_300_rex_300_site_peak_4740_2_cobinding.tsv	58.42	17.82	7.92	1.98	12.87	0.99	1	46
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_82_lex_300_rex_300_site_peak_2105_1_cobinding.tsv	31.91	12.77	23.4	7.09	24.83	0.0	1	82
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_95_lex_300_rex_300_site_peak_2105_2_cobinding.tsv	18.18	10.74	33.06	8.26	27.27	2.48	1	95
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_127_lex_300_rex_300_site_peak_154_3_cobinding.tsv	26.32	4.21	53.68	6.31	8.42	1.05	1	127
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_51_lex_300_rex_300_site_peak_3663_1_cobinding.tsv	70.99	6.87	3.05	4.58	13.74	0.76	1	51
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_109_lex_300_rex_300_site_peak_373_4_cobinding.tsv	68.89	2.22	13.34	2.22	13.34	0.0	1	109
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_139_lex_300_rex_300_site_peak_373_4_cobinding.tsv	61.64	1.37	10.96	4.11	21.92	0.0	1	139
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_80_lex_300_rex_300_site_peak_373_5_cobinding.tsv	68.8	4.0	8.8	0.8	17.6	0.0	1	80
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_110_lex_300_rex_300_site_peak_373_5_cobinding.tsv	56.07	1.87	9.34	1.86	28.97	1.87	1	110
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_88_lex_300_rex_300_site_peak_373_8_cobinding.tsv	60.26	4.49	19.88	6.41	8.97	0.0	1	88
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_49_lex_300_rex_300_site_peak_5098_5_cobinding.tsv	22.58	30.65	27.42	6.45	12.91	0.0	1	49
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_74_lex_300_rex_300_site_peak_3867_5_cobinding.tsv	10.33	50.0	27.72	3.81	7.61	0.54	1	74
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_108_lex_300_rex_300_site_peak_3867_5_cobinding.tsv	5.15	36.76	44.85	5.89	7.36	0.0	1	108
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_154_lex_300_rex_300_site_peak_3867_5_cobinding.tsv	0.0	44.44	31.95	18.05	4.17	1.39	1	154
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_112_lex_300_rex_300_site_peak_2908_1_cobinding.tsv	12.5	40.79	33.56	5.92	7.24	0.0	1	112
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_63_lex_300_rex_300_site_peak_2908_2_cobinding.tsv	29.82	35.96	19.74	7.46	6.14	0.88	1	63
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_114_lex_300_rex_300_site_peak_1297_2_cobinding.tsv	40.24	8.54	21.95	9.76	19.51	0.0	1	114
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_83_lex_300_rex_300_site_peak_4980_2_cobinding.tsv	39.18	15.46	21.65	7.21	15.46	1.03	1	83
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_128_lex_300_rex_300_site_peak_345_1_cobinding.tsv	38.18	3.64	37.28	3.64	17.27	0.0	1	128
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_99_lex_300_rex_300_site_peak_2426_1_cobinding.tsv	48.78	6.1	31.71	3.66	9.76	0.0	1	99
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_59_lex_300_rex_300_site_peak_5269_2_cobinding.tsv	56.25	10.42	25	2.77	5.56	0.0	1	59
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_45_lex_300_rex_300_site_peak_1935_1_cobinding.tsv	64.94	10.39	13.64	0	10.39	0.65	1	45
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_88_lex_300_rex_300_site_peak_1935_2_cobinding.tsv	66.36	9.35	14.95	1.86	7.48	0.0	1	88
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_56_lex_300_rex_300_site_peak_1691_3_cobinding.tsv	41.67	21.88	20.84	3.12	12.5	0.0	1	56
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_41_lex_300_rex_300_site_peak_2543_5_cobinding.tsv	80.89	1.91	5.73	0.64	10.83	0.0	1	41
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_70_lex_300_rex_300_site_peak_2108_1_cobinding.tsv	15.08	50.0	18.26	5.56	10.32	0.79	1	70
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_122_lex_300_rex_300_site_peak_718_2_cobinding.tsv	36.0	11.0	39	5	9	0.0	1	122
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_60_lex_300_rex_300_site_peak_148_2_cobinding.tsv	5.43	58.91	22.48	7.76	5.43	0.0	1	60
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_35_lex_300_rex_300_site_peak_1479_1_cobinding.tsv	58.24	5.49	19.78	2.2	14.28	0.0	1	35
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_128_lex_300_rex_300_site_peak_5337_5_cobinding.tsv	8.33	26.39	50	13.89	1.39	0.0	1	128
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_96_lex_300_rex_300_site_peak_3439_3_cobinding.tsv	27.27	5.45	32.73	7.27	25.46	1.82	1	96
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_50_lex_300_rex_300_site_peak_121_4_cobinding.tsv	65.85	7.32	8.54	2.44	15.86	0.0	1	50
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_91_lex_300_rex_300_site_peak_652_6_cobinding.tsv	31.86	6.19	5.3	2.65	52.21	1.77	1	91
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_96_lex_300_rex_300_site_peak_3526_1_cobinding.tsv	57.69	0.0	12.82	1.28	26.28	1.92	1	96
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_69_lex_300_rex_300_site_peak_3526_2_cobinding.tsv	72.73	0.53	9.09	0.53	16.04	1.07	1	69
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_48_lex_300_rex_300_site_peak_3075_1_cobinding.tsv	48.45	18.63	14.29	1.24	16.77	0.62	1	48
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_117_lex_300_rex_300_site_peak_3075_1_cobinding.tsv	43.7	7.56	37.81	3.36	7.56	0.0	1	117
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_179_lex_300_rex_300_site_peak_3075_1_cobinding.tsv	25.35	5.63	39.44	8.45	19.72	1.41	1	179
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_69_lex_300_rex_300_site_peak_3075_2_cobinding.tsv	49.72	18.44	15.08	3.35	12.85	0.56	1	69
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_86_lex_300_rex_300_site_peak_990_1_cobinding.tsv	9.62	53.85	26.28	5.13	4.49	0.64	1	86
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_84_lex_300_rex_300_site_peak_1057_1_cobinding.tsv	12.82	32.48	28.2	12.82	11.96	1.71	1	84
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_100_lex_300_rex_300_site_peak_1057_1_cobinding.tsv	11.76	36.47	28.24	10.59	11.76	1.18	1	100
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_40_lex_300_rex_300_site_peak_164_1_cobinding.tsv	70.51	8.12	8.12	1.28	11.96	0.0	1	40
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_64_lex_300_rex_300_site_peak_164_1_cobinding.tsv	73.76	4.46	7.43	1.99	11.89	0.5	1	64
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_145_lex_300_rex_300_site_peak_164_3_cobinding.tsv	13.92	2.53	62.03	5.06	16.46	0.0	1	145
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_121_lex_300_rex_300_site_peak_164_4_cobinding.tsv	15.73	5.62	57.3	4.49	16.85	0.0	1	121
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_39_lex_300_rex_300_site_peak_5442_2_cobinding.tsv	75.76	8.82	6.06	0.28	9.09	0.0	1	39
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_69_lex_300_rex_300_site_peak_998_1_cobinding.tsv	48.87	13.6	21.91	2.02	13.09	0.5	1	69
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_98_lex_300_rex_300_site_peak_112_2_cobinding.tsv	21.32	51.47	15.44	3.68	7.36	0.74	1	98
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_101_lex_300_rex_300_site_peak_1979_1_cobinding.tsv	18.57	22.86	38.58	4.29	15.71	0.0	1	101
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_115_lex_300_rex_300_site_peak_2881_8_cobinding.tsv	24.07	22.22	30.55	7.41	14.81	0.93	1	115
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_80_lex_300_rex_300_site_peak_5493_1_cobinding.tsv	9.88	9.88	58.03	8.64	12.35	1.23	1	80
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_97_lex_300_rex_300_site_peak_798_1_cobinding.tsv	28.44	29.38	30.33	4.74	7.11	0.0	1	97
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_98_lex_300_rex_300_site_peak_798_3_cobinding.tsv	37.3	23.81	29.37	3.97	5.55	0.0	1	98
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_84_lex_300_rex_300_site_peak_4415_4_cobinding.tsv	31.25	14.06	34.38	1.56	18.75	0.0	1	84
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_69_lex_300_rex_300_site_peak_2795_1_cobinding.tsv	67.44	0.0	9.31	2.33	19.76	1.16	1	69
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_53_lex_300_rex_300_site_peak_2795_2_cobinding.tsv	65.08	4.76	4.76	1.59	22.23	1.59	1	53
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_161_lex_300_rex_300_site_peak_1206_4_cobinding.tsv	18.18	16.36	41.82	14.55	9.09	0.0	1	161
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_97_lex_300_rex_300_site_peak_1206_5_cobinding.tsv	24.07	25.0	24.07	11.12	13.89	1.85	1	97
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_146_lex_300_rex_300_site_peak_1206_5_cobinding.tsv	17.65	16.18	47.06	13.23	5.88	0.0	1	146
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_79_lex_300_rex_300_site_peak_4827_3_cobinding.tsv	47.31	9.68	21.51	2.16	19.35	0.0	1	79
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_102_lex_300_rex_300_site_peak_4827_3_cobinding.tsv	44.59	10.81	27.03	1.35	16.22	0.0	1	102
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_122_lex_300_rex_300_site_peak_2153_2_cobinding.tsv	19.35	11.29	35.48	17.75	14.52	1.61	1	122
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_104_lex_300_rex_300_site_peak_2153_3_cobinding.tsv	18.67	9.33	36	18.67	16	1.33	1	104
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_161_lex_300_rex_300_site_peak_2153_3_cobinding.tsv	24.24	6.06	34.85	13.64	21.21	0.0	1	161
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_130_lex_300_rex_300_site_peak_4479_1_cobinding.tsv	3.45	9.2	68.97	11.49	6.9	0.0	1	130
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_47_lex_300_rex_300_site_peak_4479_2_cobinding.tsv	57.66	5.84	10.95	3.65	20.44	1.46	1	47
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_131_lex_300_rex_300_site_peak_4479_2_cobinding.tsv	67.21	3.28	11.48	1.64	16.4	0.0	1	131
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_113_lex_300_rex_300_site_peak_6_2_cobinding.tsv	35.19	20.37	14.81	7.41	20.37	1.85	1	113
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_135_lex_300_rex_300_site_peak_6_2_cobinding.tsv	28.89	22.22	15.55	6.67	24.44	2.22	1	135
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_100_lex_300_rex_300_site_peak_681_3_cobinding.tsv	30.67	19.33	34	8	7.34	0.67	1	100
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_140_lex_300_rex_300_site_peak_49_6_cobinding.tsv	23.68	21.05	46.85	4.21	4.21	0.0	1	140
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_94_lex_300_rex_300_site_peak_49_8_cobinding.tsv	29.32	23.68	36.09	5.64	4.89	0.38	1	94
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_78_lex_300_rex_300_site_peak_49_9_cobinding.tsv	29.29	30.3	31.65	3.03	5.39	0.34	1	78
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_155_lex_300_rex_300_site_peak_984_1_cobinding.tsv	0.0	42.37	35.59	15.25	6.77	0.0	1	155
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_66_lex_300_rex_300_site_peak_984_4_cobinding.tsv	27.43	27.43	29.2	0.88	15.04	0.0	1	66
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_88_lex_300_rex_300_site_peak_2199_1_cobinding.tsv	42.86	2.86	18.58	4.29	30	1.43	1	88
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_76_lex_300_rex_300_site_peak_2199_2_cobinding.tsv	44.44	2.78	16.67	4.17	30.55	1.39	1	76
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_74_lex_300_rex_300_site_peak_3827_1_cobinding.tsv	16.67	46.38	26.81	4.34	5.07	0.72	1	74
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_70_lex_300_rex_300_site_peak_1169_1_cobinding.tsv	45.24	9.52	19.05	5.95	20.23	0.0	1	70
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_134_lex_300_rex_300_site_peak_1169_1_cobinding.tsv	37.78	8.89	20	6.66	26.66	0.0	1	134
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_152_lex_300_rex_300_site_peak_1169_6_cobinding.tsv	38.89	3.7	31.48	9.26	16.67	0.0	1	152
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_88_lex_300_rex_300_site_peak_1169_7_cobinding.tsv	35.29	18.49	21.01	8.4	15.96	0.84	1	88
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_40_lex_300_rex_300_site_peak_1169_8_cobinding.tsv	40.3	35.07	8.21	4.48	11.2	0.75	1	40
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_95_lex_300_rex_300_site_peak_756_5_cobinding.tsv	15.91	26.14	32.95	14.77	9.09	1.14	1	95
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_119_lex_300_rex_300_site_peak_756_5_cobinding.tsv	1.75	52.63	26.31	15.79	3.51	0.0	1	119
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_34_lex_300_rex_300_site_peak_3864_2_cobinding.tsv	76.19	1.9	0.95	0.95	20	0.0	1	34
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_76_lex_300_rex_300_site_peak_1026_4_cobinding.tsv	78.5	0.93	5.6	1.87	12.15	0.93	1	76
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_89_lex_300_rex_300_site_peak_3915_9_cobinding.tsv	75.0	1.25	3.75	0	20	0.0	1	89
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_43_lex_300_rex_300_site_peak_156_6_cobinding.tsv	60.34	11.17	13.41	3.91	10.62	0.56	1	43
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_46_lex_300_rex_300_site_peak_2521_1_cobinding.tsv	53.85	19.23	13.46	1.92	10.89	0.64	1	46
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_72_lex_300_rex_300_site_peak_776_3_cobinding.tsv	60.74	3.07	13.5	0.61	20.86	1.23	1	72
