file_name_without_sam_flag	total_reads	total_naked	total_tf	total_nuc	occup_naked	occup_tf	occup_nuc	total_discard	occup_discard
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4522_1_binding_label.cond8.tsv	146	45	2	94	30.82	1.37	64.38	5	3.42
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3507_1_binding_label.cond8.tsv	73	6	6	59	8.22	8.22	80.82	2	2.74
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1663_2_binding_label.cond8.tsv	151	60	5	84	39.74	3.31	55.63	2	1.32
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3733_1_binding_label.cond8.tsv	70	20	4	46	28.57	5.71	65.71	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3513_1_binding_label.cond8.tsv	97	18	1	73	18.56	1.03	75.26	5	5.15
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4918_1_binding_label.cond8.tsv	168	25	5	134	14.88	2.98	79.76	4	2.38
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_244_1_binding_label.cond8.tsv	129	74	13	38	57.36	10.08	29.46	4	3.1
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_774_1_binding_label.cond8.tsv	252	28	24	194	11.11	9.52	76.98	6	2.38
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2765_1_binding_label.cond8.tsv	106	8	3	83	7.55	2.83	78.3	12	11.32
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3611_1_binding_label.cond8.tsv	131	11	5	113	8.4	3.82	86.26	2	1.53
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4588_1_binding_label.cond8.tsv	194	20	1	167	10.31	0.52	86.08	6	3.09
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3960_1_binding_label.cond8.tsv	39	31	1	4	79.49	2.56	10.26	3	7.69
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_520_1_binding_label.cond8.tsv	186	28	10	139	15.05	5.38	74.73	9	4.84
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4386_1_binding_label.cond8.tsv	75	14	4	48	18.67	5.33	64.0	9	12.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3140_1_binding_label.cond8.tsv	97	1	0	92	1.03	0.0	94.85	4	4.12
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2740_1_binding_label.cond8.tsv	113	22	16	69	19.47	14.16	61.06	6	5.31
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_857_1_binding_label.cond8.tsv	117	8	3	104	6.84	2.56	88.89	2	1.71
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1456_1_binding_label.cond8.tsv	81	28	2	49	34.57	2.47	60.49	2	2.47
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3766_1_binding_label.cond8.tsv	140	21	3	116	15.0	2.14	82.86	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1874_1_binding_label.cond8.tsv	128	27	8	91	21.09	6.25	71.09	2	1.56
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2781_1_binding_label.cond8.tsv	125	23	8	88	18.4	6.4	70.4	6	4.8
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4874_1_binding_label.cond8.tsv	37	16	4	16	43.24	10.81	43.24	1	2.7
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1294_1_binding_label.cond8.tsv	127	23	7	91	18.11	5.51	71.65	6	4.72
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_873_1_binding_label.cond8.tsv	54	45	0	6	83.33	0.0	11.11	3	5.56
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5281_1_binding_label.cond8.tsv	60	15	6	36	25.0	10.0	60.0	3	5.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1663_3_binding_label.cond8.tsv	152	122	12	16	80.26	7.89	10.53	2	1.32
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2554_1_binding_label.cond8.tsv	176	32	11	125	18.18	6.25	71.02	8	4.55
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3530_1_binding_label.cond8.tsv	84	9	5	69	10.71	5.95	82.14	1	1.19
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1681_1_binding_label.cond8.tsv	98	1	1	80	1.02	1.02	81.63	16	16.33
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2081_1_binding_label.cond8.tsv	128	108	3	16	84.38	2.34	12.5	1	0.78
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5252_1_binding_label.cond8.tsv	122	19	7	90	15.57	5.74	73.77	6	4.92
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_725_1_binding_label.cond8.tsv	158	10	0	131	6.33	0.0	82.91	17	10.76
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3047_1_binding_label.cond8.tsv	150	11	3	134	7.33	2.0	89.33	2	1.33
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5051_1_binding_label.cond8.tsv	97	12	7	76	12.37	7.22	78.35	2	2.06
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2355_1_binding_label.cond8.tsv	53	10	0	42	18.87	0.0	79.25	1	1.89
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5041_1_binding_label.cond8.tsv	67	10	16	41	14.93	23.88	61.19	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2624_1_binding_label.cond8.tsv	199	32	3	158	16.08	1.51	79.4	6	3.02
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2023_1_binding_label.cond8.tsv	163	104	8	42	63.8	4.91	25.77	9	5.52
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_269_1_binding_label.cond8.tsv	177	68	10	94	38.42	5.65	53.11	5	2.82
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3897_1_binding_label.cond8.tsv	48	6	2	38	12.5	4.17	79.17	2	4.17
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3943_1_binding_label.cond8.tsv	186	16	11	150	8.6	5.91	80.65	9	4.84
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4038_1_binding_label.cond8.tsv	114	11	8	88	9.65	7.02	77.19	7	6.14
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2248_1_binding_label.cond8.tsv	288	9	3	266	3.12	1.04	92.36	10	3.47
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2136_2_binding_label.cond8.tsv	120	1	49	67	0.83	40.83	55.83	3	2.5
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_777_1_binding_label.cond8.tsv	50	21	6	20	42.0	12.0	40.0	3	6.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3184_1_binding_label.cond8.tsv	312	71	27	208	22.76	8.65	66.67	6	1.92
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_847_1_binding_label.cond8.tsv	93	11	1	78	11.83	1.08	83.87	3	3.23
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4701_1_binding_label.cond8.tsv	56	3	0	50	5.36	0.0	89.29	3	5.36
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5318_1_binding_label.cond8.tsv	86	3	0	79	3.49	0.0	91.86	4	4.65
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1961_1_binding_label.cond8.tsv	282	69	2	205	24.47	0.71	72.7	6	2.13
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_868_3_binding_label.cond8.tsv	76	25	5	45	32.89	6.58	59.21	1	1.32
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_525_1_binding_label.cond8.tsv	127	16	13	89	12.6	10.24	70.08	9	7.09
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3421_1_binding_label.cond8.tsv	76	17	6	50	22.37	7.89	65.79	3	3.95
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3351_1_binding_label.cond8.tsv	130	12	7	106	9.23	5.38	81.54	5	3.85
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_743_1_binding_label.cond8.tsv	243	48	15	172	19.75	6.17	70.78	8	3.29
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3625_1_binding_label.cond8.tsv	132	30	5	81	22.73	3.79	61.36	16	12.12
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2780_1_binding_label.cond8.tsv	50	6	4	37	12.0	8.0	74.0	3	6.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1766_1_binding_label.cond8.tsv	80	13	3	62	16.25	3.75	77.5	2	2.5
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5346_1_binding_label.cond8.tsv	69	10	2	51	14.49	2.9	73.91	6	8.7
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4386_2_binding_label.cond8.tsv	95	8	0	80	8.42	0.0	84.21	7	7.37
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1570_1_binding_label.cond8.tsv	120	73	4	41	60.83	3.33	34.17	2	1.67
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2109_1_binding_label.cond8.tsv	146	23	5	111	15.75	3.42	76.03	7	4.79
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4105_1_binding_label.cond8.tsv	89	14	2	68	15.73	2.25	76.4	5	5.62
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3761_1_binding_label.cond8.tsv	108	64	10	29	59.26	9.26	26.85	5	4.63
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2263_1_binding_label.cond8.tsv	202	31	9	145	15.35	4.46	71.78	17	8.42
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3938_1_binding_label.cond8.tsv	104	22	6	72	21.15	5.77	69.23	4	3.85
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4463_1_binding_label.cond8.tsv	153	37	5	107	24.18	3.27	69.93	4	2.61
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4917_1_binding_label.cond8.tsv	101	16	0	84	15.84	0.0	83.17	1	0.99
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1549_1_binding_label.cond8.tsv	170	35	11	116	20.59	6.47	68.24	8	4.71
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1215_1_binding_label.cond8.tsv	111	12	5	84	10.81	4.5	75.68	10	9.01
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_827_1_binding_label.cond8.tsv	202	7	17	171	3.47	8.42	84.65	7	3.47
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4380_2_binding_label.cond8.tsv	37	2	0	34	5.41	0.0	91.89	1	2.7
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3101_1_binding_label.cond8.tsv	106	69	12	25	65.09	11.32	23.58	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2695_1_binding_label.cond8.tsv	154	109	4	34	70.78	2.6	22.08	7	4.55
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3417_1_binding_label.cond8.tsv	163	35	20	101	21.47	12.27	61.96	7	4.29
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4531_1_binding_label.cond8.tsv	95	15	7	71	15.79	7.37	74.74	2	2.11
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4295_1_binding_label.cond8.tsv	183	21	16	138	11.48	8.74	75.41	8	4.37
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1531_1_binding_label.cond8.tsv	85	11	3	68	12.94	3.53	80.0	3	3.53
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3512_1_binding_label.cond8.tsv	85	18	2	63	21.18	2.35	74.12	2	2.35
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1164_1_binding_label.cond8.tsv	118	24	2	86	20.34	1.69	72.88	6	5.08
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2770_2_binding_label.cond8.tsv	193	97	9	82	50.26	4.66	42.49	5	2.59
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3052_1_binding_label.cond8.tsv	184	30	2	146	16.3	1.09	79.35	6	3.26
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4159_1_binding_label.cond8.tsv	103	35	10	54	33.98	9.71	52.43	4	3.88
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4901_1_binding_label.cond8.tsv	80	32	7	38	40.0	8.75	47.5	3	3.75
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2479_1_binding_label.cond8.tsv	60	30	8	22	50.0	13.33	36.67	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1628_1_binding_label.cond8.tsv	126	52	6	65	41.27	4.76	51.59	3	2.38
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3923_1_binding_label.cond8.tsv	162	72	0	86	44.44	0.0	53.09	4	2.47
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_714_1_binding_label.cond8.tsv	144	23	11	107	15.97	7.64	74.31	3	2.08
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4303_1_binding_label.cond8.tsv	145	15	4	123	10.34	2.76	84.83	3	2.07
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3108_1_binding_label.cond8.tsv	49	3	1	45	6.12	2.04	91.84	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2740_2_binding_label.cond8.tsv	135	9	4	116	6.67	2.96	85.93	6	4.44
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_194_1_binding_label.cond8.tsv	65	17	0	45	26.15	0.0	69.23	3	4.62
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4414_1_binding_label.cond8.tsv	54	10	5	38	18.52	9.26	70.37	1	1.85
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3680_1_binding_label.cond8.tsv	149	48	10	83	32.21	6.71	55.7	8	5.37
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2786_1_binding_label.cond8.tsv	61	4	3	49	6.56	4.92	80.33	5	8.2
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1117_1_binding_label.cond8.tsv	222	9	11	196	4.05	4.95	88.29	6	2.7
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5161_1_binding_label.cond8.tsv	132	31	5	89	23.48	3.79	67.42	7	5.3
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2981_1_binding_label.cond8.tsv	102	36	11	49	35.29	10.78	48.04	6	5.88
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5441_1_binding_label.cond8.tsv	169	16	3	143	9.47	1.78	84.62	7	4.14
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1361_1_binding_label.cond8.tsv	102	9	7	81	8.82	6.86	79.41	5	4.9
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5478_1_binding_label.cond8.tsv	158	16	3	135	10.13	1.9	85.44	4	2.53
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2514_1_binding_label.cond8.tsv	117	20	4	83	17.09	3.42	70.94	10	8.55
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1789_1_binding_label.cond8.tsv	64	16	4	43	25.0	6.25	67.19	1	1.56
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3232_1_binding_label.cond8.tsv	114	26	3	82	22.81	2.63	71.93	3	2.63
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2207_1_binding_label.cond8.tsv	113	9	1	101	7.96	0.88	89.38	2	1.77
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4232_1_binding_label.cond8.tsv	156	18	12	122	11.54	7.69	78.21	4	2.56
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4157_1_binding_label.cond8.tsv	130	13	8	102	10.0	6.15	78.46	7	5.38
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3385_1_binding_label.cond8.tsv	73	25	6	41	34.25	8.22	56.16	1	1.37
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2868_1_binding_label.cond8.tsv	123	27	8	84	21.95	6.5	68.29	4	3.25
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1313_1_binding_label.cond8.tsv	141	36	10	88	25.53	7.09	62.41	7	4.96
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3660_1_binding_label.cond8.tsv	97	7	0	87	7.22	0.0	89.69	3	3.09
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1982_1_binding_label.cond8.tsv	161	111	8	38	68.94	4.97	23.6	4	2.48
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3476_1_binding_label.cond8.tsv	122	5	2	113	4.1	1.64	92.62	2	1.64
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4384_1_binding_label.cond8.tsv	191	37	17	121	19.37	8.9	63.35	16	8.38
